target_id	length	eff_length	est_counts	tpm
ENSMUST00000178549	17	16	0	0
ENSMUST00000179262	10	9	0	0
ENSMUST00000178483	29	14.5	0	0
ENSMUST00000178230	17	16	0	0
ENSMUST00000177646	10	9	0	0
ENSMUST00000178909	29	14.5	0	0
ENSMUST00000103441	23	22	0	0
ENSMUST00000178902	29	14.5	0	0
ENSMUST00000177965	17	16	0	0
ENSMUST00000178815	10	9	0	0
ENSMUST00000180001	17	16	0	0
ENSMUST00000179932	12	11	0	0
ENSMUST00000179883	16	15	0	0
ENSMUST00000179520	11	10	0	0
ENSMUST00000177564	16	15	0	0
ENSMUST00000179664	11	10	0	0
ENSMUST00000178862	14	13	0	0
ENSMUST00000178537	12	11	0	0
ENSMUST00000103567	369	162.984	0	0
ENSMUST00000181483	345	143.682	0	0
ENSMUST00000184883	308	115.813	0	0
ENSMUST00000179789	401	189.562	0	0
ENSMUST00000180717	376	168.62	0	0
ENSMUST00000183820	338	138.286	0	0
ENSMUST00000178768	449	231.238	0.5	0.0390947
ENSMUST00000103580	399	187.886	0	0
ENSMUST00000178426	444	226.665	0	0
ENSMUST00000180687	473	252.818	0	0
ENSMUST00000185019	338	138.286	0	0
ENSMUST00000103646	405	192.933	0	0
ENSMUST00000181793	404	192.117	0	0
ENSMUST00000184436	344	142.86	1	0.12656
ENSMUST00000103648	359	154.925	0	0
ENSMUST00000103586	357	153.279	0	0
ENSMUST00000181360	434	217.679	0	0
ENSMUST00000183652	344	142.86	0	0
ENSMUST00000103588	395	184.361	0	0
ENSMUST00000181038	414	200.471	0	0
ENSMUST00000103616	417	203.006	0	0
ENSMUST00000103636	401	189.562	0	0
ENSMUST00000103637	369	162.984	0	0
ENSMUST00000180549	386	176.898	0	0
ENSMUST00000183604	305	113.697	0	0
ENSMUST00000177622	401	189.562	0	0
ENSMUST00000180711	376	168.62	0	0
ENSMUST00000184650	338	138.286	0	0
ENSMUST00000181728	449	231.238	0.5	0.0390947
ENSMUST00000103643	327	130.11	0	0
ENSMUST00000103581	397	186.131	0	0
ENSMUST00000181210	373	166.09	0	0
ENSMUST00000183488	335	136.089	0	0
ENSMUST00000180972	424	209.087	0	0
ENSMUST00000185023	338	138.286	0	0
ENSMUST00000103657	440	223.207	0	0
ENSMUST00000103658	389	179.354	0	0
ENSMUST00000179267	386	176.898	0	0
ENSMUST00000184874	276	94.5511	0	0
ENSMUST00000103660	386	176.898	0	0
ENSMUST00000181768	418	203.84	0	0
ENSMUST00000183835	276	94.5511	0	0
ENSMUST00000103662	394	183.513	0	0
ENSMUST00000103663	360	155.681	2	0.232275
ENSMUST00000103664	342	141.359	10	1.27904
ENSMUST00000103638	377	169.406	4	0.426911
ENSMUST00000103641	380	171.881	0	0
ENSMUST00000184687	275	93.9443	0	0
ENSMUST00000103667	421	206.452	0	0
ENSMUST00000180380	384	175.167	0	0
ENSMUST00000184905	264	87.2616	0	0
ENSMUST00000180859	621	394.775	5	0.228996
ENSMUST00000103589	383	174.338	0	0
ENSMUST00000103670	457	238.551	0	0
ENSMUST00000103672	453	234.835	0	0
ENSMUST00000103673	327	130.11	9	1.25066
ENSMUST00000103674	445	227.559	4	0.317814
ENSMUST00000180938	359	154.925	0	0
ENSMUST00000185111	328	130.806	0	0
ENSMUST00000103676	416	202.129	0	0
ENSMUST00000171587	1329	1101.26	0	0
ENSMUST00000100960	2692	2464.26	0	0
ENSMUST00000077582	784	556.617	0	0
ENSMUST00000147728	557	332.18	2	0.108859
ENSMUST00000134898	462	242.849	0	0
ENSMUST00000135748	788	560.617	0	0
ENSMUST00000182725	558	333.137	48.8465	2.65105
ENSMUST00000183291	1837	1609.26	720.984	8.10041
ENSMUST00000086377	1832	1604.26	11.6377	0.13116
ENSMUST00000179386	1050	822.259	0	0
ENSMUST00000171570	1050	822.259	0	0
ENSMUST00000174177	915	687.259	91.0685	2.39583
ENSMUST00000174248	519	295.544	15.1689	0.927983
ENSMUST00000173567	1252	1024.26	174.763	3.08494
ENSMUST00000153202	936	708.259	39.3936	1.00564
ENSMUST00000179719	1296	1068.26	119.528	2.02302
ENSMUST00000106393	843	615.39	0	0
ENSMUST00000132882	741	513.721	41.5987	1.46406
ENSMUST00000006562	910	682.259	0	0
ENSMUST00000183198	589	363.435	10	0.497486
ENSMUST00000182429	423	208.158	0	0
ENSMUST00000184850	1072	844.259	577.181	12.3607
ENSMUST00000173080	1138	910.259	0	0
ENSMUST00000185167	836	608.39	47.2391	1.40387
ENSMUST00000184909	1105	877.259	60.7459	1.25198
ENSMUST00000184397	862	634.39	135.179	3.85265
ENSMUST00000185087	1064	836.259	0	0
ENSMUST00000184993	829	601.39	0	0
ENSMUST00000184502	862	634.39	84.9833	2.42206
ENSMUST00000183560	316	121.761	0	0
ENSMUST00000183999	358	154.114	0	0
ENSMUST00000184501	995	767.259	0	0
ENSMUST00000174625	3389	3161.26	28.369	0.162252
ENSMUST00000174382	1699	1471.26	0	0
ENSMUST00000166442	1481	1253.26	0	0
ENSMUST00000184861	2272	2044.26	0.947367	0.00837896
ENSMUST00000184581	707	479.817	0	0
ENSMUST00000112076	2277	2049.26	0.0526544	0.000464564
ENSMUST00000173185	1458	1230.26	121.028	1.77867
ENSMUST00000174789	1107	879.259	48.4545	0.99638
ENSMUST00000172684	1359	1131.26	306.271	4.89499
ENSMUST00000173420	1257	1029.26	0	0
ENSMUST00000182769	727	499.754	0	0
ENSMUST00000088673	531	307.189	0	0
ENSMUST00000122808	3794	3566.26	0	0
ENSMUST00000077820	1581	1353.26	18.1075	0.241928
ENSMUST00000173667	1194	966.259	0	0
ENSMUST00000172762	3466	3238.26	0	0
ENSMUST00000173703	3314	3086.26	0	0
ENSMUST00000103430	53	11.9286	0	0
ENSMUST00000103429	54	12.9286	0	0
ENSMUST00000103428	48	9.63636	0	0
ENSMUST00000103427	54	12.9286	0	0
ENSMUST00000103739	27	26	0	0
ENSMUST00000103738	66	10.4815	0	0
ENSMUST00000103737	66	10.4815	0	0
ENSMUST00000103736	63	10	0	0
ENSMUST00000103735	62	10.8	0	0
ENSMUST00000103734	62	10.8	0	0
ENSMUST00000103733	59	10.5556	0	0
ENSMUST00000103732	37	17.3333	0	0
ENSMUST00000103731	58	10.75	0	0
ENSMUST00000103730	59	10.5556	0	0
ENSMUST00000103729	58	10.75	0	0
ENSMUST00000103728	57	11.1429	0	0
ENSMUST00000103727	33	13.3333	0	0
ENSMUST00000103726	60	11.5556	0	0
ENSMUST00000103725	61	11.0645	0	0
ENSMUST00000103724	63	10	0	0
ENSMUST00000103723	66	10.4815	0	0
ENSMUST00000103722	61	11.0645	0	0
ENSMUST00000103721	58	10.75	0	0
ENSMUST00000103720	57	11.1429	0	0
ENSMUST00000103719	60	11.5556	0	0
ENSMUST00000103718	60	11.5556	0	0
ENSMUST00000103717	63	10	0	0
ENSMUST00000103716	57	11.1429	0	0
ENSMUST00000103715	60	11.5556	0	0
ENSMUST00000103714	59	10.5556	0	0
ENSMUST00000103713	65	10.449	0	0
ENSMUST00000103712	60	11.5556	0	0
ENSMUST00000103711	59	10.5556	0	0
ENSMUST00000103710	57	11.1429	0	0
ENSMUST00000103709	66	10.4815	0	0
ENSMUST00000103708	57	11.1429	0	0
ENSMUST00000103707	58	10.75	0	0
ENSMUST00000103706	65	10.449	0	0
ENSMUST00000167829	63	10	0	0
ENSMUST00000103705	60	11.5556	0	0
ENSMUST00000103704	62	10.8	0	0
ENSMUST00000103703	63	10	0	0
ENSMUST00000103702	61	11.0645	0	0
ENSMUST00000103701	55	13.0667	0	0
ENSMUST00000103700	64	10.7674	0	0
ENSMUST00000103699	57	11.1429	0	0
ENSMUST00000103698	61	11.0645	0	0
ENSMUST00000103697	63	10	0	0
ENSMUST00000103696	63	10	0	0
ENSMUST00000103695	60	11.5556	0	0
ENSMUST00000103694	59	10.5556	0	0
ENSMUST00000103693	63	10	0	0
ENSMUST00000103692	43	17.75	0	0
ENSMUST00000103691	66	10.4815	0	0
ENSMUST00000103690	66	10.4815	0	0
ENSMUST00000165071	54	12.9286	0	0
ENSMUST00000170585	63	10	0	0
ENSMUST00000103689	63	10	0	0
ENSMUST00000103688	65	10.449	0	0
ENSMUST00000103687	63	10	0	0
ENSMUST00000103686	64	10.7674	0	0
ENSMUST00000167781	54	12.9286	0	0
ENSMUST00000165025	72	10.8526	0	0
ENSMUST00000103683	59	10.5556	1	1.71288
ENSMUST00000103682	51	11.6667	0	0
ENSMUST00000103409	42	22.3333	0	0
ENSMUST00000103408	38	18.3333	0	0
ENSMUST00000103407	36	16.3333	0	0
ENSMUST00000103406	43	17.75	0	0
ENSMUST00000103405	38	18.3333	0	0
ENSMUST00000103298	47	13.5714	0	0
ENSMUST00000169595	48	9.63636	0	0
ENSMUST00000103297	49	10.6364	0	0
ENSMUST00000103296	49	10.6364	0	0
ENSMUST00000103295	49	10.6364	0	0
ENSMUST00000103294	51	11.6667	0	0
ENSMUST00000103293	50	11.6364	0	0
ENSMUST00000103290	45	13.5	0	0
ENSMUST00000103289	53	11.9286	0	0
ENSMUST00000103288	50	11.6364	0	0
ENSMUST00000103287	51	11.6667	0	0
ENSMUST00000103286	54	12.9286	0	0
ENSMUST00000103285	48	9.63636	0	0
ENSMUST00000103284	48	9.63636	0	0
ENSMUST00000184430	61	11.0645	0	0
ENSMUST00000103562	60	11.5556	0	0
ENSMUST00000179426	60	11.5556	0	0
ENSMUST00000180262	60	11.5556	0	0
ENSMUST00000103426	1367	1139.26	2	0.0317406
ENSMUST00000177715	1424	1196.26	0	0
ENSMUST00000103423	992	764.259	0	0
ENSMUST00000103420	974	746.259	0	0
ENSMUST00000103418	1010	782.259	0	0
ENSMUST00000178282	1034	806.259	0	0
ENSMUST00000103291	512	289.02	0	0
ENSMUST00000103299	521	297.506	0	0
ENSMUST00000041012	600	374.124	10	0.483273
ENSMUST00000103740	413	199.661	0	0
ENSMUST00000103410	323	127.073	0	0
ENSMUST00000103558	518	294.621	8	0.490946
ENSMUST00000103561	503	280.654	0	0
ENSMUST00000103566	644	417.328	0	0
ENSMUST00000179181	572	346.872	0	0
ENSMUST00000103480	294	106.368	0	0
ENSMUST00000103469	400	188.77	0	0
ENSMUST00000103552	351	148.398	0	0
ENSMUST00000103551	351	148.398	0	0
ENSMUST00000103549	294	106.368	0	0
ENSMUST00000103548	351	148.398	0	0
ENSMUST00000103547	351	148.398	0	0
ENSMUST00000163670	294	106.368	0	0
ENSMUST00000170551	294	106.368	0	0
ENSMUST00000169155	294	106.368	0	0
ENSMUST00000103544	351	148.398	0	0
ENSMUST00000164041	120	21.2959	0	0
ENSMUST00000103543	348	146.071	0	0
ENSMUST00000183936	344	142.86	0	0
ENSMUST00000103542	303	112.376	0	0
ENSMUST00000103541	351	148.398	0	0
ENSMUST00000166645	302	111.617	0	0
ENSMUST00000103540	315	120.994	0	0
ENSMUST00000103539	348	146.071	0	0
ENSMUST00000103538	294	106.368	0	0
ENSMUST00000103537	351	148.398	0	0
ENSMUST00000103536	336	136.846	0	0
ENSMUST00000103535	351	148.398	0	0
ENSMUST00000103534	351	148.398	0	0
ENSMUST00000103533	301	110.9	0	0
ENSMUST00000103532	351	148.398	0	0
ENSMUST00000163467	302	111.617	0	0
ENSMUST00000171270	90	12.5786	0	0
ENSMUST00000103531	351	148.398	0	0
ENSMUST00000103530	348	146.071	0	0
ENSMUST00000103529	351	148.398	0	0
ENSMUST00000103528	336	136.846	0	0
ENSMUST00000103527	294	106.368	0	0
ENSMUST00000103526	351	148.398	0	0
ENSMUST00000103525	351	148.398	0	0
ENSMUST00000103524	301	110.9	0	0
ENSMUST00000103523	351	148.398	0	0
ENSMUST00000103522	348	146.071	0	0
ENSMUST00000103521	351	148.398	0	0
ENSMUST00000103520	336	136.846	0	0
ENSMUST00000103519	294	106.368	0	0
ENSMUST00000178949	294	106.368	0	0
ENSMUST00000103518	294	106.368	9	1.52981
ENSMUST00000103517	294	106.368	0	0
ENSMUST00000103516	294	106.368	0	0
ENSMUST00000103515	351	148.398	0	0
ENSMUST00000103514	348	146.071	0	0
ENSMUST00000103513	348	146.071	0	0
ENSMUST00000103512	351	148.398	0	0
ENSMUST00000103511	294	106.368	1	0.169979
ENSMUST00000103503	292	105.051	0	0
ENSMUST00000103510	351	148.398	0	0
ENSMUST00000103509	294	106.368	0	0
ENSMUST00000103508	339	139.061	0	0
ENSMUST00000103507	351	148.398	0	0
ENSMUST00000103506	348	146.071	0	0
ENSMUST00000103505	348	146.071	0	0
ENSMUST00000103504	306	114.427	0	0
ENSMUST00000103502	339	139.061	0	0
ENSMUST00000103501	294	106.368	0	0
ENSMUST00000095364	294	106.368	0	0
ENSMUST00000103500	294	106.368	0	0
ENSMUST00000103498	348	146.071	0	0
ENSMUST00000103497	351	148.398	0	0
ENSMUST00000103496	351	148.398	0	0
ENSMUST00000103495	359	154.925	0	0
ENSMUST00000103494	294	106.368	0	0
ENSMUST00000103493	351	148.398	0	0
ENSMUST00000103492	359	154.925	0	0
ENSMUST00000109711	123	22.0585	0	0
ENSMUST00000103489	357	153.279	0	0
ENSMUST00000103486	356	152.411	0	0
ENSMUST00000103485	348	146.071	0	0
ENSMUST00000103483	347	145.261	0	0
ENSMUST00000103482	294	106.368	0	0
ENSMUST00000103481	342	141.359	0	0
ENSMUST00000103479	299	109.623	0	0
ENSMUST00000103477	360	155.681	0	0
ENSMUST00000103476	296	107.612	11	1.84817
ENSMUST00000103475	333	134.542	0	0
ENSMUST00000103461	357	153.279	0	0
ENSMUST00000103473	351	148.398	0	0
ENSMUST00000103472	351	148.398	0	0
ENSMUST00000103471	294	106.368	0	0
ENSMUST00000103470	299	109.623	0	0
ENSMUST00000103468	353	150.032	0	0
ENSMUST00000103467	351	148.398	0	0
ENSMUST00000103466	353	150.032	0	0
ENSMUST00000103478	350	147.612	0	0
ENSMUST00000103464	350	147.612	0	0
ENSMUST00000103463	351	148.398	0	0
ENSMUST00000103462	354	150.826	0	0
ENSMUST00000103474	361	156.458	0	0
ENSMUST00000103451	350	147.612	0	0
ENSMUST00000103459	351	148.398	0	0
ENSMUST00000103458	350	147.612	0	0
ENSMUST00000103457	350	147.612	0	0
ENSMUST00000103456	350	147.612	0	0
ENSMUST00000103455	342	141.359	0	0
ENSMUST00000180013	350	147.612	0	0
ENSMUST00000103452	350	147.612	0	0
ENSMUST00000179657	350	147.612	0	0
ENSMUST00000103450	353	150.032	0	0
ENSMUST00000103449	347	145.261	0	0
ENSMUST00000103448	353	150.032	0	0
ENSMUST00000166255	278	95.8684	0	0
ENSMUST00000103447	350	147.612	0	0
ENSMUST00000103446	353	150.032	0	0
ENSMUST00000178229	350	147.612	0	0
ENSMUST00000103444	353	150.032	0	0
ENSMUST00000103443	350	147.612	0	0
ENSMUST00000103442	350	147.612	0	0
ENSMUST00000170946	353	150.032	0	0
ENSMUST00000103262	350	147.612	0	0
ENSMUST00000103263	344	142.86	4	0.50624
ENSMUST00000103264	347	145.261	2	0.248936
ENSMUST00000103265	339	139.061	0	0
ENSMUST00000103266	341	140.639	0	0
ENSMUST00000168322	289	102.96	0	0
ENSMUST00000103267	372	165.312	0	0
ENSMUST00000103268	334	135.331	0	0
ENSMUST00000103269	372	165.312	0	0
ENSMUST00000103270	319	124.184	0	0
ENSMUST00000103271	340	139.917	0	0
ENSMUST00000103272	339	139.061	0	0
ENSMUST00000103273	347	145.261	0	0
ENSMUST00000103274	342	141.359	0	0
ENSMUST00000103275	339	139.061	0	0
ENSMUST00000103276	352	149.194	0	0
ENSMUST00000103277	335	136.089	0	0
ENSMUST00000103278	290	103.653	0	0
ENSMUST00000103279	344	142.86	0	0
ENSMUST00000103280	344	142.86	0	0
ENSMUST00000103281	344	142.86	0	0
ENSMUST00000103282	332	133.882	0	0
ENSMUST00000103300	334	135.331	0	0
ENSMUST00000167638	352	149.194	2	0.242375
ENSMUST00000103301	359	154.925	0	0
ENSMUST00000103568	325	128.56	0	0
ENSMUST00000103569	343	142.079	0	0
ENSMUST00000103570	343	142.079	0	0
ENSMUST00000103571	338	138.286	0	0
ENSMUST00000103573	338	138.286	1	0.130746
ENSMUST00000178824	337	137.612	0.5	0.0656933
ENSMUST00000103592	331	133.171	0.666667	0.0905118
ENSMUST00000103593	341	140.639	0	0
ENSMUST00000178252	340	139.917	0	0
ENSMUST00000164511	270	90.7794	0	0
ENSMUST00000177703	342	141.359	0	0
ENSMUST00000103596	264	87.2616	0	0
ENSMUST00000103597	276	94.5511	0	0
ENSMUST00000103598	348	146.071	0	0
ENSMUST00000103599	276	94.5511	0	0
ENSMUST00000167409	307	115.139	0	0
ENSMUST00000103600	331	133.171	0	0
ENSMUST00000179701	343	142.079	0	0
ENSMUST00000178650	317	122.62	0	0
ENSMUST00000103605	334	135.331	5	0.668007
ENSMUST00000103606	353	150.032	16.7143	2.01425
ENSMUST00000103607	264	87.2616	0	0
ENSMUST00000103608	328	130.806	0	0
ENSMUST00000103609	341	140.639	0	0
ENSMUST00000103611	338	138.286	0	0
ENSMUST00000103612	343	142.079	0	0
ENSMUST00000103613	287	101.563	0	0
ENSMUST00000103587	344	142.86	0	0
ENSMUST00000177578	340	139.917	0	0
ENSMUST00000103590	349	146.847	0	0
ENSMUST00000180097	337	137.612	0.5	0.0656933
ENSMUST00000103618	331	133.171	0.666667	0.0905118
ENSMUST00000103619	341	140.639	0	0
ENSMUST00000177705	340	139.917	0	0
ENSMUST00000170041	270	90.7794	0	0
ENSMUST00000179583	342	141.359	0	0
ENSMUST00000103622	264	87.2616	0	0
ENSMUST00000103623	276	94.5511	0	0
ENSMUST00000103624	348	146.071	0	0
ENSMUST00000103625	276	94.5511	0	0
ENSMUST00000103626	340	139.917	0	0
ENSMUST00000103627	331	133.171	0	0
ENSMUST00000179997	343	142.079	0	0
ENSMUST00000179607	317	122.62	0	0
ENSMUST00000103632	333	134.542	0	0
ENSMUST00000103633	353	150.032	1.28571	0.154942
ENSMUST00000103634	267	88.9442	0	0
ENSMUST00000103635	280	97.0172	0	0
ENSMUST00000103583	343	142.079	0	0
ENSMUST00000103584	344	142.86	1	0.12656
ENSMUST00000103585	343	142.079	0	0
ENSMUST00000103650	344	142.86	1	0.12656
ENSMUST00000103651	327	130.11	4.18931	0.582155
ENSMUST00000103652	360	155.681	0	0
ENSMUST00000103653	349	146.847	0	0
ENSMUST00000103654	340	139.917	0	0
ENSMUST00000103655	331	133.171	0.666667	0.0905118
ENSMUST00000103302	362	157.222	0	0
ENSMUST00000103303	362	157.222	0	0
ENSMUST00000168310	346	144.451	0	0
ENSMUST00000103304	362	157.222	0	0
ENSMUST00000103305	362	157.222	0	0
ENSMUST00000103306	362	157.222	0	0
ENSMUST00000103307	350	147.612	0	0
ENSMUST00000103308	350	147.612	0	0
ENSMUST00000103309	341	140.639	1	0.128559
ENSMUST00000103310	353	150.032	0	0
ENSMUST00000103311	350	147.612	0	0
ENSMUST00000103312	287	101.563	0	0
ENSMUST00000103313	353	150.032	0	0
ENSMUST00000103314	359	154.925	0	0
ENSMUST00000103315	350	147.612	0	0
ENSMUST00000103316	353	150.032	0	0
ENSMUST00000103317	359	154.925	1	0.116704
ENSMUST00000103318	364	158.806	0	0
ENSMUST00000103319	358	154.114	0	0
ENSMUST00000103320	353	150.032	0	0
ENSMUST00000103321	359	154.925	0	0
ENSMUST00000103322	364	158.806	0	0
ENSMUST00000103323	348	146.071	0	0
ENSMUST00000103324	347	145.261	0	0
ENSMUST00000103325	350	147.612	0	0
ENSMUST00000103326	359	154.925	0	0
ENSMUST00000103327	344	142.86	0	0
ENSMUST00000103328	347	145.261	0	0
ENSMUST00000166362	123	22.0585	0	0
ENSMUST00000103329	287	101.563	0	0
ENSMUST00000103330	347	145.261	0	0
ENSMUST00000103332	351	148.398	0	0
ENSMUST00000103333	345	143.682	1	0.125836
ENSMUST00000103334	326	129.365	196	27.3935
ENSMUST00000103335	335	136.089	32	4.25143
ENSMUST00000103336	362	157.222	0	0
ENSMUST00000103337	340	139.917	0	0
ENSMUST00000103339	347	145.261	0	0
ENSMUST00000103340	290	103.653	0	0
ENSMUST00000103341	346	144.451	0	0
ENSMUST00000103342	352	149.194	0	0
ENSMUST00000103343	356	152.411	0	0
ENSMUST00000103344	358	154.114	0	0
ENSMUST00000103345	356	152.411	0	0
ENSMUST00000103346	352	149.194	0	0
ENSMUST00000103348	348	146.071	0	0
ENSMUST00000103350	352	149.194	0	0
ENSMUST00000103351	286	100.918	0	0
ENSMUST00000103353	284	99.6071	0	0
ENSMUST00000103354	352	149.194	0	0
ENSMUST00000103355	292	105.051	0	0
ENSMUST00000103356	358	154.114	0	0
ENSMUST00000103357	350	147.612	0	0
ENSMUST00000103358	286	100.918	0	0
ENSMUST00000103677	345	143.682	0	0
ENSMUST00000103359	352	149.194	0	0
ENSMUST00000103678	345	143.682	0	0
ENSMUST00000166380	292	105.051	0	0
ENSMUST00000103679	345	143.682	1	0.125836
ENSMUST00000103363	352	149.194	0	0
ENSMUST00000103685	345	143.682	0	0
ENSMUST00000103364	347	145.261	0	0
ENSMUST00000114212	330	132.47	0	0
ENSMUST00000103365	347	145.261	0	0
ENSMUST00000103366	347	145.261	0	0
ENSMUST00000103367	347	145.261	0	0
ENSMUST00000103368	347	145.261	0	0
ENSMUST00000103369	347	145.261	0	0
ENSMUST00000103370	287	101.563	0	0
ENSMUST00000103371	344	142.86	0	0
ENSMUST00000103372	347	145.261	0	0
ENSMUST00000103373	344	142.86	0	0
ENSMUST00000103374	359	154.925	0	0
ENSMUST00000103376	362	157.222	0	0
ENSMUST00000103377	347	145.261	16	1.99149
ENSMUST00000103378	365	159.625	0	0
ENSMUST00000103379	344	142.86	0	0
ENSMUST00000103380	305	113.697	0	0
ENSMUST00000103381	300	110.236	0	0
ENSMUST00000103382	371	164.51	0	0
ENSMUST00000103383	347	145.261	0	0
ENSMUST00000103384	365	159.625	0	0
ENSMUST00000103386	347	145.261	0	0
ENSMUST00000103387	362	157.222	0	0
ENSMUST00000103388	347	145.261	0	0
ENSMUST00000103389	305	113.697	0	0
ENSMUST00000103390	370	163.765	0	0
ENSMUST00000103391	347	145.261	0	0
ENSMUST00000103392	362	157.222	0	0
ENSMUST00000103393	347	145.261	0	0
ENSMUST00000103394	347	145.261	0	0
ENSMUST00000103395	287	101.563	0	0
ENSMUST00000103396	359	154.925	0	0
ENSMUST00000103397	356	152.411	0	0
ENSMUST00000103398	359	154.925	0	0
ENSMUST00000103399	299	109.623	0	0
ENSMUST00000103400	359	154.925	0	0
ENSMUST00000103401	359	154.925	0	0
ENSMUST00000103402	359	154.925	0	0
ENSMUST00000103403	359	154.925	0	0
ENSMUST00000103404	359	154.925	0	0
ENSMUST00000103746	351	148.398	0	0
ENSMUST00000103751	366	160.466	7	0.788722
ENSMUST00000103752	348	146.071	1	0.123778
ENSMUST00000103553	350	147.612	0	0
ENSMUST00000103554	414	200.471	0	0
ENSMUST00000103555	403	191.248	0	0
ENSMUST00000103556	293	105.689	0	0
ENSMUST00000103559	350	147.612	0	0
ENSMUST00000103563	350	147.612	0	0
ENSMUST00000103564	347	145.261	0	0
ENSMUST00000098739	924	696.259	0	0
ENSMUST00000108783	3318	3090.26	74	0.432957
ENSMUST00000000128	3320	3092.26	0	0
ENSMUST00000105119	1960	1732.26	0	0
ENSMUST00000177694	3353	3125.26	571	3.30338
ENSMUST00000020257	3905	3677.26	1180.37	5.80368
ENSMUST00000131371	763	535.688	26.1666	0.883169
ENSMUST00000148516	842	614.39	167.708	4.93534
ENSMUST00000105442	3740	3512.26	623.381	3.20904
