abundance	counts	length	countsFromAbundance	log10abundance_norm
ENSMUSG00000000215	0	0	235.292975	no	0.0057937204204521
ENSMUSG00000000216	0.00654314	1	2763.26	no	0.00874167904302844
ENSMUSG00000000223	5.3089017	1667.54441	5679.11731609986	no	0.860836731143134
ENSMUSG00000000244	6.2715654	370.00029	1066.67755656357	no	0.923785678892439
ENSMUSG00000000247	1.3347757	146.00019	1977.66282517003	no	0.396041162837286
ENSMUSG00000000248	0	0	1268.852	no	0.0059661052532147
ENSMUSG00000000253	1.55098	116	1352.26	no	0.44827888345311
ENSMUSG00000000263	0.0115216	1	1569.26	no	0.0117628106520426
ENSMUSG00000000266	0.470307	83.739	3219.24748689686	no	0.188966568904563
ENSMUSG00000000275	44.731392	13118.2819	5302.39897524137	no	1.73900919731689
ENSMUSG00000000276	15.89538728126	6842.71500563	7783.3443937052	no	1.3011920758043
ENSMUSG00000000278	64.1189	6629	1869.26	no	1.89482086760238
ENSMUSG00000000282	40.35537	9193.9966	4119.18597609463	no	1.69395986390661
ENSMUSG00000000290	0.2650038	35.99997	2456.16725491484	no	0.113636454815567
ENSMUSG00000000295	31.12489	1131.001	656.995382435086	no	1.58392646179567
ENSMUSG00000000296	8.78568	505	1039.26	no	1.05930717640829
ENSMUSG00000000301	9.3054597	176.10396	342.167873049474	no	1.08076666443037
ENSMUSG00000000303	43.38929	10032.17898	4180.4367611807	no	1.72640422617747
ENSMUSG00000000305	3.8217494	1049.00452	4962.73879267155	no	0.72720153195121
ENSMUSG00000000308	64.343209	2625.00047	737.623172390625	no	1.89546813856701
ENSMUSG00000000317	0.276541	48	3138.26	no	0.122617747307393
ENSMUSG00000000318	3.8986877	139.49556	646.918738440296	no	0.731601164789782
ENSMUSG00000000320	3.826197	563.3309	2661.97621900284	no	0.735429482210683
ENSMUSG00000000325	17.472729	2374.4708	2457.04561216041	no	1.33960625363556
ENSMUSG00000000326	8.46882	819.819	1750.26	no	1.04574401546607
ENSMUSG00000000339	48.48046	3052.1003	1138.2550806824	no	1.77394515640466
ENSMUSG00000000340	12.4467	2112.21	3068.26	no	1.19986492491735
ENSMUSG00000000346	42.9198	3794	1598.26	no	1.7214611035855
ENSMUSG00000000355	220.23742	3279.003	269.189001805688	no	2.42819704945089
ENSMUSG00000000359	0.1404295	10	1287.50753630825	no	0.0656744021966552
ENSMUSG00000000365	17.6605	4806	4920.26	no	1.34533837787999
ENSMUSG00000000374	12.0817	3221	4820.26	no	1.18622419514925
ENSMUSG00000000378	10.789196	745.99991	1250.13847703888	no	1.14102929611773
ENSMUSG00000000381	0.0533894	2	677.303	no	0.0292991646746722
ENSMUSG00000000384	292.930164	18044.49395	1113.75147133582	no	2.55211240515699
ENSMUSG00000000385	0.0185044	3	2931.26	no	0.0154346851606752
ENSMUSG00000000386	6.473661	916.2752	2559.07978945144	no	0.932452211931521
ENSMUSG00000000392	0.295226	43.0952	2639.26	no	0.126843963187514
ENSMUSG00000000394	0	0	609.046	no	0.0057937204204521
ENSMUSG00000000399	45.0416	2726	1094.26	no	1.74289532185745
ENSMUSG00000000402	3.35606	459.641	2476.26	no	0.686854739905282
ENSMUSG00000000409	4.945094	317.00015	1159.02423345542	no	0.842134876318974
ENSMUSG00000000411	0.687298	40	1052.26	no	0.249305345683655
ENSMUSG00000000416	2.5150209	475.2307	3416.41949622009	no	0.598125489627816
ENSMUSG00000000420	27.2634672	3431.99922	2276.01523069501	no	1.52783095675373
ENSMUSG00000000435	0.019491	2	1855.26	no	0.0145187715383019
ENSMUSG00000000439	9.42414	1048.86	2012.26	no	1.08665752684403
ENSMUSG00000000440	0	0	1585.26	no	0.00599996710139682
ENSMUSG00000000441	117.26522	19973.3062	3079.56030070016	no	2.15496062128519
ENSMUSG00000000486	594.315331	22115.0033	672.78657935681	no	2.85965193457878
ENSMUSG00000000489	1.21644	181	2690.26	no	0.383583954710574
ENSMUSG00000000530	0.755587	139	3326.1177635666	no	0.270917783487327
ENSMUSG00000000531	27.4871	2714.08	1785.26	no	1.52645946250376
ENSMUSG00000000532	9.08537	2083.99	4147.26	no	1.07034507208103
ENSMUSG00000000538	15.5896531000921	2815.16010002355	3264.94445690783	no	1.29087705658533
ENSMUSG00000000544	70.271164	8367.0006	2152.78261593603	no	1.93241411602554
ENSMUSG00000000552	32.2129	3676	2063.26	no	1.59539295566926
ENSMUSG00000000555	10.0958	2318	4151.26	no	1.11403231363674
ENSMUSG00000000560	0	0	2164.26	no	0.00594236200348369
ENSMUSG00000000561	114.02769	19584.564	3105.35652909763	no	2.14298505578332
ENSMUSG00000000562	4.20789	498.573	2142.26	no	0.77215569325755
ENSMUSG00000000563	105.47554	6779.8554	1162.18989504031	no	2.10928196593168
ENSMUSG00000000567	0.266908	57.68	3907.26	no	0.117894844355248
ENSMUSG00000000568	319.380238	16761.9279	948.907690564274	no	2.58985650159383
ENSMUSG00000000579	62.015197	7328.0068	2136.46209003029	no	1.88093578187874
ENSMUSG00000000581	24.141445	1930.0002	1445.44652514607	no	1.47707156669006
ENSMUSG00000000594	7.5442	1627	3899.26	no	0.999180956583272
ENSMUSG00000000600	20.98061	6811.003	5869.4786194777	no	1.41703426669494
ENSMUSG00000000605	5.87673	1413.98	4350.26	no	0.899874937126328
ENSMUSG00000000606	0.4602324	64.61694	2538.50026361464	no	0.190740963158765
ENSMUSG00000000617	0.0352529	6	3077.26	no	0.0227415955525208
ENSMUSG00000000627	3.960218	800.20373	3653.33486534479	no	0.749826403517629
ENSMUSG00000000628	72.5423373	11307.85383	2818.35877178854	no	1.94787338971062
ENSMUSG00000000631	24.89888681	2385.96619	1732.57400543035	no	1.48686649775002
ENSMUSG00000000632	2.388975	304.5279	2304.74866003035	no	0.572600783464091
ENSMUSG00000000673	0.200033	11	994.259	no	0.0960116299262454
ENSMUSG00000000682	0.878602	14	288.100237836927	no	0.302165784001523
ENSMUSG00000000686	0.357827	18.7125	945.509925567383	no	0.148436336769511
ENSMUSG00000000690	0	0	1521.76	no	0.0057937204204521
ENSMUSG00000000693	9.052096	1161.28453	2319.51299658488	no	1.06401295077063
ENSMUSG00000000701	0.133721	6	811.259	no	0.0678541295623302
ENSMUSG00000000706	0.0589679	10.4211	3195.26	no	0.0337124672679343
ENSMUSG00000000708	29.26088	6452.88761	3987.26881270068	no	1.55746325305274
ENSMUSG00000000711	23.6415	3842	2938.26	no	1.46715610087203
ENSMUSG00000000724	1.437296	83.80051	1054.16492202859	no	0.42435861505926
ENSMUSG00000000730	14.78902	979.0001	1196.88213352203	no	1.27303765071016
ENSMUSG00000000731	6.419946853787	638.7450533738	1798.88662531993	no	0.944475401119316
ENSMUSG00000000732	8.45286	1182	2528.26	no	1.04572343264706
ENSMUSG00000000738	56.368095	4302.19382	1379.95273090815	no	1.8385680783654
ENSMUSG00000000739	0.671823	28.00001	753.547972913997	no	0.25804849892814
ENSMUSG00000000740	1434.3696	49478.679	623.683010923754	no	3.24296465419694
ENSMUSG00000000743	60.33349	5337.999	1599.6623169878	no	1.86810817875083
ENSMUSG00000000751	67.175726	9371.08758	2522.2353698263	no	1.91432242996707
ENSMUSG00000000753	1.1806024	45.99995	704.468540866087	no	0.396059995675157
ENSMUSG00000000759	67.093858	8145.90157	2195.14881475044	no	1.91400911199782
ENSMUSG00000000766	0.02735458	2	1321.92712312161	no	0.0179913223869441
ENSMUSG00000000776	44.9095	4497	1810.4759298144	no	1.74073935626739
ENSMUSG00000000782	15.34443	1839.998	2168.07067918456	no	1.28671580775556
ENSMUSG00000000787	165.195657	39541.9522	4327.80989890139	no	2.30345559875126
ENSMUSG00000000791	0.369091	54	2645.26	no	0.153843411819006
ENSMUSG00000000792	1.36594	204	2700.26	no	0.414258449520725
ENSMUSG00000000794	0.5795629	79.99995	2495.72798357383	no	0.217952323144282
ENSMUSG00000000804	19.160794	5672.00418	5352.1727542594	no	1.3781794405433
ENSMUSG00000000805	0	0	455.835166666667	no	0.00698024871706989
ENSMUSG00000000811	7.042734	1006.0001	2582.64598589695	no	0.972049901955124
ENSMUSG00000000817	0.0423612	4	1707.26	no	0.0271189492086177
ENSMUSG00000000823	81.381609	12074.28826	2682.52778197298	no	1.99723563466353
ENSMUSG00000000826	22.582003	6523.58816	5223.14568852927	no	1.44873066533719
ENSMUSG00000000827	108.225696	7155.8194	1195.46448844077	no	2.12017334150275
ENSMUSG00000000838	80.0791015	13430.30299	3032.31380614375	no	1.99064804096096
ENSMUSG00000000861	0.1407202	27.06427	3477.34534666665	no	0.0744206929714436
ENSMUSG00000000869	6.73698	118	316.683	no	0.954791556544975
ENSMUSG00000000876	11.02917	763.068	1250.91663134216	no	1.15069789629662
ENSMUSG00000000881	10.6370096	1709.99636	2906.59571692067	no	1.1386295252745
ENSMUSG00000000884	13.0855352	1235.23215	1706.73027829645	no	1.21752588085262
ENSMUSG00000000889	0	0	1189.1985	no	0.0057937204204521
ENSMUSG00000000901	29.02276	2664.99546	1660.22080295706	no	1.55381280484421
ENSMUSG00000000902	62.222024	6157.3525	1789.19813870272	no	1.88143380386864
ENSMUSG00000000903	3.358456	78	419.916399775373	no	0.698580426093773
ENSMUSG00000000915	23.242582	3562.99605	2771.64721740958	no	1.45995787201789
ENSMUSG00000000916	89.142816	6187.02807	1254.88418645898	no	2.03662805994282
ENSMUSG00000000934	5.74166	532	1675.26	no	0.889261231570309
ENSMUSG00000000938	1.8133844	148.99954	1485.61145740892	no	0.477659354245118
ENSMUSG00000000942	0.476406	36	1366.26	no	0.184865710145536
ENSMUSG00000000948	21.380294	2016.4891	1705.25811237395	no	1.42223977491602
ENSMUSG00000000957	0.741006	97.1017	2369.26	no	0.261911134723687
ENSMUSG00000000958	1.39954	148.176	1914.26	no	0.43112644691961
ENSMUSG00000000959	46.3626	5913.82	2306.26	no	1.75462961867467
ENSMUSG00000000976	14.763983	3722.43938	4558.61195871216	no	1.27022830103662
ENSMUSG00000000982	0.436329	13	538.688	no	0.170448396824274
ENSMUSG00000000983	0	0	432.244666666667	no	0.0057937204204521
ENSMUSG00000001014	0.0284115	1.06739	679.259	no	0.0197288685872737
ENSMUSG00000001016	141.393	13648.4	1745.26	no	2.23577509262564
ENSMUSG00000001017	161.681643	18952.9935	2119.45757485981	no	2.29357735318914
ENSMUSG00000001018	42.03719	3096.605	1331.86545286448	no	1.71241364016719
ENSMUSG00000001020	1.207931	15	224.520957695431	no	0.365493231603697
ENSMUSG00000001021	0.335639	9	484.817	no	0.1404332957235
ENSMUSG00000001023	0	0	211.2205	no	0.0057937204204521
ENSMUSG00000001025	20.2206	550	491.786	no	1.39597456841674
ENSMUSG00000001027	0.0823092	29	6370.26	no	0.0430164368223822
ENSMUSG00000001029	5.7049	223.0002	706.748734337149	no	0.888353941468439
ENSMUSG00000001034	50.589993	8175.9342	2922.00717354367	no	1.7905823592286
ENSMUSG00000001036	35.2479096465319	6509.99798030819	3339.29622616435	no	1.63831349207859
ENSMUSG00000001039	24.710695	576.00063	421.449498666266	no	1.48531951160418
ENSMUSG00000001052	76.6642328	7166.99844	1690.25711736604	no	1.97150885513119
ENSMUSG00000001053	28.798853	2984.998	1874.03051517989	no	1.55003120861862
ENSMUSG00000001054	102.6329	5707.004	1005.37786691012	no	2.09716615517805
ENSMUSG00000001056	106.7197	4639.004	785.936402563913	no	2.11414405591603
ENSMUSG00000001062	29.1130624366142	2701.88046645736	1677.97360600681	no	1.55499921580307
ENSMUSG00000001065	43.818828	6591.8834	2719.92124799002	no	1.72943188796279
ENSMUSG00000001076	0.475513	17	646.39	no	0.188052897396727
ENSMUSG00000001082	431.291117	15783.0005	661.647992199037	no	2.720377299168
ENSMUSG00000001089	29.54857	7300.9969	4467.38351972803	no	1.56297652472078
ENSMUSG00000001095	0.586473	70.8508	2184.26	no	0.226259686706323
ENSMUSG00000001098	12.2393233	1686.6073	2491.51793776108	no	1.193400077203
ENSMUSG00000001100	80.35471	5253.7164	1182.12542835112	no	1.99177598962709
ENSMUSG00000001103	0.0843098	5	1072.26	no	0.0437154831120598
ENSMUSG00000001105	59.30572	2182.001	665.220892675108	no	1.86090306542059
ENSMUSG00000001119	0.0326845	7	3872.26	no	0.0259939418533982
ENSMUSG00000001120	11.590792	1080.99919	1686.24636815612	no	1.17159532120735
ENSMUSG00000001123	0.9099032	61.99999	1231.98223250023	no	0.311461991697976
ENSMUSG00000001127	239.1221662	23633.81273	1786.98884457674	no	2.46374742389922
ENSMUSG00000001128	190.5278	9887.003	938.238708112937	no	2.36500717114694
ENSMUSG00000001131	93.9053	3261	627.868443708715	no	2.05911608270974
ENSMUSG00000001134	67.68793	1503.0007	401.472161844512	no	1.91805419530241
ENSMUSG00000001138	19.120318	3107.6006	2938.58392434896	no	1.37804824359074
ENSMUSG00000001143	31.87905	4080.2038	2314.11359852944	no	1.59427331470059
ENSMUSG00000001150	52.7758	17964	6154.26	no	1.80753714121335
ENSMUSG00000001151	29.3473	15099	9302.26	no	1.55741962930378
ENSMUSG00000001155	0.105011	15.6019	2686.26	no	0.0545930178231238
ENSMUSG00000001156	6.74407	1654	4434.26	no	0.949581517074361
ENSMUSG00000001157	23.40633	3081.0044	2379.94402025649	no	1.46312653649436
ENSMUSG00000001158	42.722365	1377.97962	583.171275399243	no	1.72004197527773
ENSMUSG00000001166	15.4163645	1344.66645	1577.03347616466	no	1.28674995636406
ENSMUSG00000001168	3.5660529	289.99998	1470.34003860515	no	0.706702413476344
ENSMUSG00000001173	61.41082	9922.9342	2921.4800988531	no	1.87555795499973
ENSMUSG00000001175	98.58274	10160.148	1863.40192015255	no	2.07988866961132
ENSMUSG00000001211	12.952428	2062.00451	2878.36234274107	no	1.21641060744602
ENSMUSG00000001225	1.643324	96.7206	1064.15486266859	no	0.458610143234476
ENSMUSG00000001227	0.907045	176	3508.26	no	0.301374011820013
ENSMUSG00000001228	199.555455	27997.98896	2536.70812489343	no	2.38503973876103
ENSMUSG00000001229	23.5065	4266	3281.26	no	1.46413726707099
ENSMUSG00000001240	1.719671	71.90681	756.018787980375	no	0.471856104008987
ENSMUSG00000001247	4.84345	495.255	1848.76542278748	no	0.828220775381
ENSMUSG00000001248	84.1759467	11421.01363	2453.14844266126	no	2.01209175962639
ENSMUSG00000001249	0.678767800959381	43.0000470804026	1145.39319169448	no	0.258868343443739
ENSMUSG00000001260	0.0596941	15	4543.26	no	0.0335316939343625
ENSMUSG00000001270	639.035	44189.3	1250.26	no	2.8913680212207
ENSMUSG00000001280	24.5454576	8917.95238	6569.03175455437	no	1.48241739673706
ENSMUSG00000001281	4.608008	596.99955	2342.44171789632	no	0.803274312696968
ENSMUSG00000001285	120.951571	3561.122	532.333049397424	no	2.1682477673979
ENSMUSG00000001288	54.85093	6010	1981.06409828027	no	1.8249831611046
ENSMUSG00000001289	98.423846	2885.87318	530.133096053003	no	2.0792999293227
ENSMUSG00000001300	1.56251	354	4096.26	no	0.445115738517682
ENSMUSG00000001305	49.59867	3839.33	1399.5680193481	no	1.78397543329889
ENSMUSG00000001313	5.251408	343.869	1183.93130947357	no	0.857590765079143
ENSMUSG00000001323	10.7345244	1718.45362	2894.43440664945	no	1.14006367695088
ENSMUSG00000001333	1.923671	209.6939	1970.90100566053	no	0.51072185774347
ENSMUSG00000001334	0.165068	23.1462	2535.26	no	0.0770483834452312
ENSMUSG00000001348	4.445138	286	1163.29359715716	no	0.798248426927117
ENSMUSG00000001349	0.067582	8	2140.26	no	0.0363482985615588
ENSMUSG00000001366	37.7119	1484.9997	711.961006778232	no	1.66566440800957
ENSMUSG00000001376	139.12517	13770.2823	1789.55494242185	no	2.22856383661316
ENSMUSG00000001379	28.9955	2940	1833.26	no	1.55302054617855
ENSMUSG00000001380	40.3365	3924.83	1759.26	no	1.69487653849715
ENSMUSG00000001383	26.7401	3001.19	2029.26	no	1.51967611485756
ENSMUSG00000001403	223.4326	9221.716	746.230514777163	no	2.43376686250704
ENSMUSG00000001415	93.1389	21735	4219.26	no	2.0554733985292
ENSMUSG00000001416	374.9557	20513.77577	989.177685117119	no	2.65962275966511
ENSMUSG00000001417	14.278084	1170.8604	1482.66624660396	no	1.24860729306078
ENSMUSG00000001418	225.0904265	9234.71807	741.778033045981	no	2.43666088873051
ENSMUSG00000001419	16.71884	3449.96528	3730.91935936465	no	1.32171672221792
ENSMUSG00000001420	2.850312	297.9647	1890.08305516028	no	0.632742149752126
ENSMUSG00000001424	45.318502	6853.56577	2734.31949090725	no	1.74524505444521
ENSMUSG00000001435	33.2786815	8307.72148	4513.61251533328	no	1.61272257065632
ENSMUSG00000001436	20.8513209	1267.99881	1099.49617759856	no	1.41425698820104
ENSMUSG00000001440	233.4801	39051.976	3024.14599922777	no	2.45355394791644
ENSMUSG00000001441	136.919703	11350.71188	1498.87269501943	no	2.22187266367262
ENSMUSG00000001444	0.279974	35	2260.26	no	0.118774308701413
ENSMUSG00000001445	56.5267	4627.9	1480.26	no	1.84000604069512
ENSMUSG00000001467	44.3040634	9059.34819	3697.10461958486	no	1.73674423711754
ENSMUSG00000001472	98.7947	14476.88	2649.4145892644	no	2.08086024041178
ENSMUSG00000001473	21.2695	1799	1529.26	no	1.42066360213497
ENSMUSG00000001482	30.9342634	4367.07255	2552.45418907966	no	1.58193610266086
ENSMUSG00000001493	0.0271171	3	2000.26	no	0.0195442568042603
ENSMUSG00000001494	0	0	1838.26	no	0.00613854390038323
ENSMUSG00000001496	0.0726888	8.09795	2014.26	no	0.0393195480963539
ENSMUSG00000001497	0.710959	122.1149	3105.50288179768	no	0.250769204410582
ENSMUSG00000001504	31.327384	1359.9988	784.915189647307	no	1.58614383173042
ENSMUSG00000001506	1.50568	474.867	5702.26	no	0.429728582292582
ENSMUSG00000001507	11.260983	2315.996	3718.51856089366	no	1.1560888836927
ENSMUSG00000001508	0.417183	18.00001	780.105591100309	no	0.166816538230076
ENSMUSG00000001510	0.210127	28	2409.26	no	0.0947303316316708
ENSMUSG00000001517	80.649276	10412.84	2334.40487492795	no	1.99348387761932
ENSMUSG00000001518	44.17149	5490.739	2247.48487695117	no	1.73328239536957
ENSMUSG00000001520	2.2694716	267.97703	2134.91682313716	no	0.560438586148306
ENSMUSG00000001521	13.90005	1548.2387	2013.85961941935	no	1.24669987210234
ENSMUSG00000001524	36.098281	1806.76349	904.942061288486	no	1.64661674453857
ENSMUSG00000001525	426.3157	42408.402	1798.57429331033	no	2.71541316057636
ENSMUSG00000001542	7.07428	1337.85	3419.26	no	0.973635099598817
ENSMUSG00000001552	37.4157119	5282.29569	2552.56174176678	no	1.66233806445084
ENSMUSG00000001555	2.616716	184.347	1273.75671758112	no	0.600968500912735
ENSMUSG00000001558	0.7391	65.00005	1590.07695212691	no	0.266992457681821
ENSMUSG00000001566	0.09644	11	2062.26	no	0.0508923333978843
ENSMUSG00000001569	40.0562	5669.571	2559.10074827617	no	1.6925831250618
ENSMUSG00000001576	18.5226	1976.99866	1929.79915695221	no	1.36437752153456
ENSMUSG00000001583	8.6620489	1117.25947	2332.0678934663	no	1.05224958509385
ENSMUSG00000001588	6.065095	660.9994	1970.47652280797	no	0.91507017023597
ENSMUSG00000001604	75.76732	4129.0031	985.305322743367	no	1.96608582048418
ENSMUSG00000001622	0.8431061	40.1694	861.431071107065	no	0.29487743943962
ENSMUSG00000001627	130.67963	4524.6578	626.016500429623	no	2.20200580518041
ENSMUSG00000001630	13.13752	2435.141	3351.3454316492	no	1.22359456053352
ENSMUSG00000001632	67.39299	12465.9612	3344.40864303231	no	1.91598673503869
ENSMUSG00000001642	197.836147	8532.27499	779.772420455328	no	2.38107057065123
ENSMUSG00000001655	10.8324	1338	2233.26	no	1.13780088417153
ENSMUSG00000001656	0.705769	70	1793.26	no	0.257194217553268
ENSMUSG00000001657	0.577319	66.1367	2071.26	no	0.217836463544218
ENSMUSG00000001661	0.996493	68	1233.79340809218	no	0.321327558366127
ENSMUSG00000001663	0	0	644.916333333333	no	0.0092891715140471
ENSMUSG00000001665	6.014633	324.59388	975.750926366081	no	0.903930472127119
ENSMUSG00000001666	48.35829	1102	412.01989602093	no	1.77357300535992
ENSMUSG00000001670	0.2384883	20.99998	1592.06533760524	no	0.102430406940741
ENSMUSG00000001672	0.2261189	21	1679.15597742515	no	0.101221294947528
ENSMUSG00000001674	132.61034	8298.1699	1131.3903733914	no	2.20806691094719
ENSMUSG00000001687	32.44548	4306.998	2400.09743929817	no	1.60147395855295
ENSMUSG00000001700	0.349856	46	2377.26	no	0.156292491346512
ENSMUSG00000001707	69.4207	3088	804.259	no	1.92896530378418
ENSMUSG00000001729	54.021414	4681.00336	1566.68322138578	no	1.81907398065986
ENSMUSG00000001739	3.011288	229.0001	1374.96392634979	no	0.66556383971639
ENSMUSG00000001741	0.5349465	78.531	2654.23112141121	no	0.205943502294682
ENSMUSG00000001750	55.5546	3770.6894	1227.17924717275	no	1.83204888527096
ENSMUSG00000001751	1.743636	207.0001	2146.45501350855	no	0.469572184275539
ENSMUSG00000001755	25.924431	2033.9983	1418.56465780128	no	1.50531642919592
ENSMUSG00000001761	6.41112	1259.24	3551.26	no	0.934780105171399
ENSMUSG00000001763	4.795645	552.0856	2081.45540145278	no	0.820786059280149
ENSMUSG00000001767	12.174297	1865.9962	2771.24954562658	no	1.19017616859239
ENSMUSG00000001768	1.2658943	242.99986	3470.69488110113	no	0.395519899665301
ENSMUSG00000001773	0.0395069	5	2288.26	no	0.0289789253708417
ENSMUSG00000001774	48.144	5265	1977.26	no	1.77162953005556
ENSMUSG00000001783	71.52582	6886.998	1740.90574921168	no	1.94179410547905
ENSMUSG00000001785	31.49439	3948.0036	2266.47840758224	no	1.58886242871292
ENSMUSG00000001786	46.347601	3187.97923	1243.64458813758	no	1.75495215112671
ENSMUSG00000001794	320.73983	14756.009	831.810557152225	no	2.59110971084913
ENSMUSG00000001802	16.566215	2540.877	2773.12213023102	no	1.31474655724142
ENSMUSG00000001804	0	0	3250.26	no	0.0057937204204521
ENSMUSG00000001815	0.0127289	3	4261.26	no	0.0115861952022148
ENSMUSG00000001819	0.978073	122	2255.26	no	0.321289919706446
ENSMUSG00000001823	0	0	2391.26	no	0.0057937204204521
ENSMUSG00000001827	46.273914	1490.00057	582.180267055019	no	1.75535966592006
ENSMUSG00000001829	43.5072259	4252.10474	1767.05610884572	no	1.72599761604748
ENSMUSG00000001833	37.4900000022001	4780.00000028051	2305.26	no	1.66374449979725
ENSMUSG00000001844	53.828447	2369.99936	796.056559031566	no	1.81922325217608
ENSMUSG00000001847	70.08172	6215.0024	1603.40819682508	no	1.93277389569253
ENSMUSG00000001855	138.307178	7734.00094	1011.03535782251	no	2.22603714891972
ENSMUSG00000001864	1.1319231	160.00031	2555.71029478822	no	0.365158877245853
ENSMUSG00000001865	0	0	1224.26	no	0.0057937204204521
ENSMUSG00000001870	41.6531558	1073.9907	466.187441224033	no	1.70932018202915
ENSMUSG00000001891	16.23272	1352.004	1505.88837265597	no	1.31059827001118
ENSMUSG00000001901	0.7940126	136	3096.84508139543	no	0.28420071449529
ENSMUSG00000001909	468.2072976	21306.83489	822.78947640191	no	2.75587614634942
ENSMUSG00000001910	37.0983	8355.69	4072.26	no	1.65910606665299
ENSMUSG00000001911	2.874423	384.91026	2421.11920060061	no	0.635546755472617
ENSMUSG00000001918	166.16793	13426.0018	1460.85421346147	no	2.30592939990032
ENSMUSG00000001924	250.53022	22877.02238	1651.00047261899	no	2.48428910459904
ENSMUSG00000001930	10.0879048	1533.73684	2748.89221307441	no	1.1117882223452
ENSMUSG00000001942	3.47476	616	3205.26	no	0.707300333773151
ENSMUSG00000001943	3.07013	160	942.259	no	0.652806207299357
ENSMUSG00000001946	3.1475769	192.00038	1102.8926634324	no	0.673002614621654
ENSMUSG00000001948	1.23508	31.5533	461.909	no	0.39001019364904
ENSMUSG00000001962	172.4792	10426.007	1092.92070102946	no	2.32146495696605
ENSMUSG00000001964	84.57427	5580.6145	1193.03100068319	no	2.01365759204978
ENSMUSG00000001983	9.15215	584.783	1155.26	no	1.07455529372697
ENSMUSG00000001985	22.7136	10986.3	8745.26	no	1.44485517703269
ENSMUSG00000001986	1.0183683	276.2374	4904.38533324142	no	0.327802550283064
ENSMUSG00000001988	0.436664	45	1863.26	no	0.17587276938942
ENSMUSG00000001995	12.5087	4246	6137.26	no	1.19765688953961
ENSMUSG00000001998	14.8378549	2744.17906	3343.87278443355	no	1.27355453925021
ENSMUSG00000001999	12.980748	645	898.395885629395	no	1.21702628993177
ENSMUSG00000002006	5.08187	1027.648	3656.19312894663	no	0.850692403434251
ENSMUSG00000002007	0.64015	52.00002	1468.68609872842	no	0.235374929889713
ENSMUSG00000002010	239.796078	12394.00333	934.4954259472	no	2.4650759219623
ENSMUSG00000002012	30.51078	1564.999	927.403417398703	no	1.57380276512076
ENSMUSG00000002014	289.98704	10920	680.851167547695	no	2.54761383835129
ENSMUSG00000002015	224.386	12302	991.259	no	2.43632895818124
ENSMUSG00000002017	38.441023	5014.99498	2358.76041377658	no	1.67498161382894
